Customer_ID,Customer_Name,Gender,Age,Age_Group,City,State,Region,Customer_Segment,Customer_Since
C00617,Customer 00617,Female,50,41-50,Ahmedabad,Gujarat,West,Small Business,2022-09-03
C00618,Customer 00618,Male,40,31-40,Chandigarh,Chandigarh,North,Corporate,2025-05-20
C00619,Customer 00619,Male,41,41-50,Jaipur,Rajasthan,North,Consumer,2022-07-06
C00620,Customer 00620,Female,46,41-50,Kochi,Kerala,South,Corporate,2022-04-11
C00621,Customer 00621,Female,32,31-40,Bhubaneswar,Odisha,East,Consumer,2024-04-08
C00622,Customer 00622,Male,27,21-30,Ahmedabad,Gujarat,West,Small Business,2022-07-28
C00623,Customer 00623,Male,21,21-30,Bengaluru,Karnataka,South,Consumer,2023-04-01
C00624,Customer 00624,Male,46,41-50,Bengaluru,Karnataka,South,Small Business,2025-07-14
C00625,Customer 00625,Female,25,21-30,Chandigarh,Chandigarh,North,Consumer,2022-05-13
C00626,Customer 00626,Female,29,21-30,Hyderabad,Telangana,South,Consumer,2023-11-11
C00627,Customer 00627,Male,50,41-50,Lucknow,Uttar Pradesh,North,Consumer,2022-12-11
C00628,Customer 00628,Female,52,51-60,Pune,Maharashtra,West,Consumer,2024-02-23
C00629,Customer 00629,Male,43,41-50,Pune,Maharashtra,West,Consumer,2023-01-19
C00630,Customer 00630,Female,49,41-50,Kolkata,West Bengal,East,Consumer,2022-03-12
C00631,Customer 00631,Female,52,51-60,Kochi,Kerala,South,Small Business,2025-02-01
C00632,Customer 00632,Male,26,21-30,Surat,Gujarat,West,Small Business,2024-02-24
C00633,Customer 00633,Female,33,31-40,Bengaluru,Karnataka,South,Corporate,2024-12-12
C00634,Customer 00634,Male,45,41-50,Kochi,Kerala,South,Corporate,2024-01-06
C00635,Customer 00635,Female,43,41-50,Surat,Gujarat,West,Corporate,2024-10-25
C00636,Customer 00636,Female,38,31-40,Patna,Bihar,East,Consumer,2022-02-23
C00637,Customer 00637,Male,22,21-30,Patna,Bihar,East,Small Business,2022-04-30
C00638,Customer 00638,Female,58,51-60,Surat,Gujarat,West,Consumer,2022-11-23
C00639,Customer 00639,Male,36,31-40,Lucknow,Uttar Pradesh,North,Small Business,2024-12-28
C00640,Customer 00640,Male,57,51-60,Jaipur,Rajasthan,North,Small Business,2023-12-28
C00641,Customer 00641,Male,36,31-40,Chennai,Tamil Nadu,South,Corporate,2023-10-14
C00642,Customer 00642,Male,43,41-50,Ranchi,Jharkhand,East,Corporate,2025-02-28
C00643,Customer 00643,Male,52,51-60,Bengaluru,Karnataka,South,Corporate,2023-09-25
C00644,Customer 00644,Female,23,21-30,Chennai,Tamil Nadu,South,Consumer,2022-04-26
C00645,Customer 00645,Male,22,21-30,Kochi,Kerala,South,Corporate,2024-09-05
C00646,Customer 00646,Female,60,51-60,Delhi,Delhi,North,Consumer,2022-09-25
C00647,Customer 00647,Male,41,41-50,Patna,Bihar,East,Consumer,2022-02-14
C00648,Customer 00648,Male,28,21-30,Bengaluru,Karnataka,South,Corporate,2024-01-18
C00649,Customer 00649,Female,46,41-50,Chandigarh,Chandigarh,North,Corporate,2022-07-26
C00650,Customer 00650,Female,41,41-50,Patna,Bihar,East,Consumer,2022-11-19
C00651,Customer 00651,Female,41,41-50,Pune,Maharashtra,West,Consumer,2025-02-24
C00652,Customer 00652,Male,58,51-60,Ranchi,Jharkhand,East,Consumer,2024-02-14
C00653,Customer 00653,Female,29,21-30,Bhubaneswar,Odisha,East,Consumer,2022-01-04
C00654,Customer 00654,Male,32,31-40,Mumbai,Maharashtra,West,Corporate,2023-10-14
C00655,Customer 00655,Male,52,51-60,Kochi,Kerala,South,Consumer,2023-11-10
C00656,Customer 00656,Male,43,41-50,Chandigarh,Chandigarh,North,Small Business,2022-12-10
C00657,Customer 00657,Female,49,41-50,Chandigarh,Chandigarh,North,Consumer,2023-06-28
C00658,Customer 00658,Male,25,21-30,Hyderabad,Telangana,South,Small Business,2023-06-10
C00659,Customer 00659,Male,24,21-30,Lucknow,Uttar Pradesh,North,Small Business,2024-06-16
C00660,Customer 00660,Male,47,41-50,Pune,Maharashtra,West,Small Business,2024-02-15
C00661,Customer 00661,Female,27,21-30,Ranchi,Jharkhand,East,Small Business,2025-03-29
C00662,Customer 00662,Male,49,41-50,Kochi,Kerala,South,Consumer,2022-03-10
C00663,Customer 00663,Male,41,41-50,Bhubaneswar,Odisha,East,Small Business,2022-08-03
C00664,Customer 00664,Female,31,31-40,Chandigarh,Chandigarh,North,Small Business,2022-11-26
C00665,Customer 00665,Male,42,41-50,Chandigarh,Chandigarh,North,Corporate,2025-06-10
C00666,Customer 00666,Male,48,41-50,Surat,Gujarat,West,Corporate,2022-12-04
C00667,Customer 00667,Male,24,21-30,Pune,Maharashtra,West,Consumer,2023-11-10
C00668,Customer 00668,Male,47,41-50,Hyderabad,Telangana,South,Corporate,2025-02-08
C00669,Customer 00669,Female,40,31-40,Kolkata,West Bengal,East,Consumer,2022-07-16
C00670,Customer 00670,Female,57,51-60,Jaipur,Rajasthan,North,Corporate,2024-10-02
C00671,Customer 00671,Male,44,41-50,Bengaluru,Karnataka,South,Consumer,2024-05-25
C00672,Customer 00672,Female,59,51-60,Chandigarh,Chandigarh,North,Small Business,2023-02-13
C00673,Customer 00673,Male,34,31-40,Lucknow,Uttar Pradesh,North,Consumer,2023-08-21
C00674,Customer 00674,Female,28,21-30,Chandigarh,Chandigarh,North,Small Business,2024-03-25
C00675,Customer 00675,Female,37,31-40,Surat,Gujarat,West,Consumer,2025-01-19
C00676,Customer 00676,Male,44,41-50,Mumbai,Maharashtra,West,Small Business,2024-01-27
C00677,Customer 00677,Female,23,21-30,Chennai,Tamil Nadu,South,Small Business,2024-06-19
C00678,Customer 00678,Female,35,31-40,Ahmedabad,Gujarat,West,Small Business,2025-03-01
C00679,Customer 00679,Male,27,21-30,Jaipur,Rajasthan,North,Consumer,2023-12-06
C00680,Customer 00680,Male,56,51-60,Pune,Maharashtra,West,Consumer,2024-03-03
C00681,Customer 00681,Female,57,51-60,Pune,Maharashtra,West,Consumer,2024-09-02
C00682,Customer 00682,Male,46,41-50,Bhubaneswar,Odisha,East,Corporate,2022-03-13
C00683,Customer 00683,Male,49,41-50,Bengaluru,Karnataka,South,Consumer,2022-12-09
C00684,Customer 00684,Male,29,21-30,Hyderabad,Telangana,South,Consumer,2024-05-17
C00685,Customer 00685,Female,33,31-40,Chandigarh,Chandigarh,North,Corporate,2022-10-30
C00686,Customer 00686,Female,25,21-30,Kolkata,West Bengal,East,Consumer,2024-03-05
C00687,Customer 00687,Female,38,31-40,Mumbai,Maharashtra,West,Corporate,2024-07-27
C00688,Customer 00688,Female,28,21-30,Delhi,Delhi,North,Small Business,2022-11-03
C00689,Customer 00689,Male,27,21-30,Bengaluru,Karnataka,South,Corporate,2022-07-26
C00690,Customer 00690,Female,47,41-50,Bhubaneswar,Odisha,East,Small Business,2024-02-24
C00691,Customer 00691,Female,23,21-30,Surat,Gujarat,West,Consumer,2023-07-19
C00692,Customer 00692,Male,60,51-60,Mumbai,Maharashtra,West,Corporate,2024-04-02
C00693,Customer 00693,Female,42,41-50,Jaipur,Rajasthan,North,Corporate,2023-05-02
C00694,Customer 00694,Female,38,31-40,Jaipur,Rajasthan,North,Small Business,2022-02-11
C00695,Customer 00695,Female,40,31-40,Patna,Bihar,East,Small Business,2024-10-03
C00696,Customer 00696,Male,29,21-30,Lucknow,Uttar Pradesh,North,Small Business,2024-06-26
C00697,Customer 00697,Female,47,41-50,Patna,Bihar,East,Corporate,2022-07-02
C00698,Customer 00698,Female,34,31-40,Hyderabad,Telangana,South,Small Business,2024-09-19
C00699,Customer 00699,Male,53,51-60,Ranchi,Jharkhand,East,Consumer,2022-05-15
C00700,Customer 00700,Female,29,21-30,Bhubaneswar,Odisha,East,Corporate,2025-03-10
C00701,Customer 00701,Male,33,31-40,Delhi,Delhi,North,Consumer,2022-04-29
C00702,Customer 00702,Male,50,41-50,Kochi,Kerala,South,Consumer,2024-01-09
C00703,Customer 00703,Female,44,41-50,Hyderabad,Telangana,South,Small Business,2024-10-31
C00704,Customer 00704,Male,22,21-30,Mumbai,Maharashtra,West,Consumer,2024-02-02
C00705,Customer 00705,Female,32,31-40,Surat,Gujarat,West,Small Business,2025-04-16
C00706,Customer 00706,Female,31,31-40,Ranchi,Jharkhand,East,Small Business,2022-07-05
C00707,Customer 00707,Male,45,41-50,Bhubaneswar,Odisha,East,Consumer,2022-11-30
C00708,Customer 00708,Male,35,31-40,Hyderabad,Telangana,South,Corporate,2023-02-28
C00709,Customer 00709,Female,53,51-60,Kolkata,West Bengal,East,Consumer,2022-01-19
C00710,Customer 00710,Male,32,31-40,Surat,Gujarat,West,Corporate,2022-01-18
C00711,Customer 00711,Female,59,51-60,Kochi,Kerala,South,Small Business,2023-07-18
C00712,Customer 00712,Female,43,41-50,Pune,Maharashtra,West,Small Business,2023-06-01
C00713,Customer 00713,Female,40,31-40,Hyderabad,Telangana,South,Corporate,2024-12-02
C00714,Customer 00714,Male,21,21-30,Mumbai,Maharashtra,West,Corporate,2024-02-06
C00715,Customer 00715,Female,27,21-30,Bhubaneswar,Odisha,East,Small Business,2022-05-11
C00716,Customer 00716,Female,41,41-50,Patna,Bihar,East,Small Business,2023-06-19
C00717,Customer 00717,Male,30,21-30,Bhubaneswar,Odisha,East,Corporate,2023-05-08
C00718,Customer 00718,Female,41,41-50,Jaipur,Rajasthan,North,Corporate,2022-10-14
C00719,Customer 00719,Female,39,31-40,Delhi,Delhi,North,Small Business,2024-05-07
C00720,Customer 00720,Female,23,21-30,Mumbai,Maharashtra,West,Corporate,2025-03-17
C00721,Customer 00721,Female,35,31-40,Hyderabad,Telangana,South,Corporate,2024-12-30
C00722,Customer 00722,Female,53,51-60,Surat,Gujarat,West,Small Business,2022-12-15
C00723,Customer 00723,Female,27,21-30,Chennai,Tamil Nadu,South,Small Business,2022-09-20
C00724,Customer 00724,Male,42,41-50,Kolkata,West Bengal,East,Corporate,2022-07-02
C00725,Customer 00725,Female,35,31-40,Kochi,Kerala,South,Corporate,2023-09-21
C00726,Customer 00726,Female,44,41-50,Pune,Maharashtra,West,Small Business,2025-04-14
C00727,Customer 00727,Female,28,21-30,Bhubaneswar,Odisha,East,Small Business,2022-04-20
C00728,Customer 00728,Female,33,31-40,Chandigarh,Chandigarh,North,Corporate,2022-09-03
C00729,Customer 00729,Female,47,41-50,Mumbai,Maharashtra,West,Consumer,2022-11-05
C00730,Customer 00730,Male,42,41-50,Bengaluru,Karnataka,South,Small Business,2025-03-12
C00731,Customer 00731,Male,41,41-50,Ahmedabad,Gujarat,West,Corporate,2023-01-05
C00732,Customer 00732,Female,42,41-50,Chandigarh,Chandigarh,North,Corporate,2022-12-29
C00733,Customer 00733,Male,21,21-30,Patna,Bihar,East,Small Business,2023-07-15
C00734,Customer 00734,Male,57,51-60,Hyderabad,Telangana,South,Consumer,2024-09-29
C00735,Customer 00735,Male,60,51-60,Chandigarh,Chandigarh,North,Small Business,2025-07-21
C00736,Customer 00736,Female,48,41-50,Pune,Maharashtra,West,Small Business,2024-02-25
C00737,Customer 00737,Male,55,51-60,Delhi,Delhi,North,Consumer,2024-02-04
C00738,Customer 00738,Female,54,51-60,Delhi,Delhi,North,Consumer,2022-02-06
C00739,Customer 00739,Male,35,31-40,Delhi,Delhi,North,Corporate,2023-12-07
C00740,Customer 00740,Male,27,21-30,Bhubaneswar,Odisha,East,Small Business,2024-10-27
C00741,Customer 00741,Male,25,21-30,Bhubaneswar,Odisha,East,Consumer,2023-09-03
C00742,Customer 00742,Female,54,51-60,Bhubaneswar,Odisha,East,Corporate,2024-12-09
C00743,Customer 00743,Female,29,21-30,Patna,Bihar,East,Small Business,2024-09-30
C00744,Customer 00744,Male,31,31-40,Ranchi,Jharkhand,East,Small Business,2022-02-09
C00745,Customer 00745,Male,29,21-30,Kochi,Kerala,South,Consumer,2022-02-14
C00746,Customer 00746,Male,44,41-50,Chennai,Tamil Nadu,South,Corporate,2022-03-18
C00747,Customer 00747,Female,55,51-60,Mumbai,Maharashtra,West,Corporate,2022-04-10
C00748,Customer 00748,Male,22,21-30,Jaipur,Rajasthan,North,Consumer,2022-08-26
C00749,Customer 00749,Female,45,41-50,Pune,Maharashtra,West,Consumer,2025-01-25
C00750,Customer 00750,Female,30,21-30,Kolkata,West Bengal,East,Consumer,2025-07-14
C00751,Customer 00751,Female,47,41-50,Delhi,Delhi,North,Corporate,2022-07-26
C00752,Customer 00752,Male,47,41-50,Kolkata,West Bengal,East,Consumer,2024-11-13
C00753,Customer 00753,Female,28,21-30,Lucknow,Uttar Pradesh,North,Consumer,2024-10-16
C00754,Customer 00754,Male,37,31-40,Hyderabad,Telangana,South,Corporate,2023-02-18
C00755,Customer 00755,Female,39,31-40,Ranchi,Jharkhand,East,Consumer,2022-03-22
C00756,Customer 00756,Male,51,51-60,Surat,Gujarat,West,Small Business,2023-04-26
C00757,Customer 00757,Male,26,21-30,Delhi,Delhi,North,Consumer,2025-03-21
C00758,Customer 00758,Male,26,21-30,Surat,Gujarat,West,Corporate,2022-06-03
C00759,Customer 00759,Female,35,31-40,Lucknow,Uttar Pradesh,North,Small Business,2023-08-30
C00760,Customer 00760,Female,24,21-30,Kolkata,West Bengal,East,Consumer,2022-12-24
C00761,Customer 00761,Female,44,41-50,Jaipur,Rajasthan,North,Corporate,2023-10-03
C00762,Customer 00762,Male,27,21-30,Pune,Maharashtra,West,Consumer,2022-01-20
C00763,Customer 00763,Male,42,41-50,Bengaluru,Karnataka,South,Small Business,2024-06-15
C00764,Customer 00764,Male,44,41-50,Kolkata,West Bengal,East,Small Business,2023-01-10
C00765,Customer 00765,Female,46,41-50,Lucknow,Uttar Pradesh,North,Small Business,2023-07-11
C00766,Customer 00766,Female,47,41-50,Mumbai,Maharashtra,West,Corporate,2022-12-08
C00767,Customer 00767,Male,24,21-30,Lucknow,Uttar Pradesh,North,Consumer,2022-08-01
C00768,Customer 00768,Female,57,51-60,Pune,Maharashtra,West,Corporate,2024-06-16
C00769,Customer 00769,Female,43,41-50,Chennai,Tamil Nadu,South,Corporate,2022-03-01
C00770,Customer 00770,Female,52,51-60,Bengaluru,Karnataka,South,Consumer,2024-04-22
C00771,Customer 00771,Male,25,21-30,Ahmedabad,Gujarat,West,Small Business,2023-10-06
C00772,Customer 00772,Male,42,41-50,Delhi,Delhi,North,Corporate,2024-12-07
C00773,Customer 00773,Female,36,31-40,Lucknow,Uttar Pradesh,North,Small Business,2023-12-10
C00774,Customer 00774,Male,56,51-60,Mumbai,Maharashtra,West,Corporate,2022-04-22
C00775,Customer 00775,Male,53,51-60,Delhi,Delhi,North,Small Business,2024-10-12
C00776,Customer 00776,Male,52,51-60,Chennai,Tamil Nadu,South,Small Business,2023-05-09
C00777,Customer 00777,Female,24,21-30,Patna,Bihar,East,Corporate,2023-04-02
C00778,Customer 00778,Female,36,31-40,Mumbai,Maharashtra,West,Consumer,2024-07-29
C00779,Customer 00779,Female,26,21-30,Ahmedabad,Gujarat,West,Small Business,2024-07-04
C00780,Customer 00780,Male,52,51-60,Patna,Bihar,East,Corporate,2022-02-06
C00781,Customer 00781,Female,47,41-50,Lucknow,Uttar Pradesh,North,Consumer,2025-02-15
C00782,Customer 00782,Male,59,51-60,Delhi,Delhi,North,Corporate,2023-09-16
C00783,Customer 00783,Female,42,41-50,Hyderabad,Telangana,South,Small Business,2022-04-22
C00784,Customer 00784,Female,42,41-50,Kochi,Kerala,South,Corporate,2025-06-23
C00785,Customer 00785,Female,49,41-50,Surat,Gujarat,West,Consumer,2022-07-19
C00786,Customer 00786,Male,42,41-50,Kochi,Kerala,South,Small Business,2025-07-21
C00787,Customer 00787,Female,27,21-30,Bhubaneswar,Odisha,East,Consumer,2022-12-03
C00788,Customer 00788,Male,47,41-50,Surat,Gujarat,West,Consumer,2023-06-05
C00789,Customer 00789,Male,28,21-30,Hyderabad,Telangana,South,Small Business,2023-03-18
C00790,Customer 00790,Male,42,41-50,Ahmedabad,Gujarat,West,Consumer,2024-04-28
C00791,Customer 00791,Male,49,41-50,Jaipur,Rajasthan,North,Small Business,2025-04-21
C00792,Customer 00792,Female,21,21-30,Bengaluru,Karnataka,South,Corporate,2022-04-10
C00793,Customer 00793,Female,53,51-60,Pune,Maharashtra,West,Consumer,2025-03-30
C00794,Customer 00794,Male,27,21-30,Chennai,Tamil Nadu,South,Small Business,2025-05-14
C00795,Customer 00795,Female,47,41-50,Patna,Bihar,East,Corporate,2023-05-24
C00796,Customer 00796,Female,42,41-50,Kolkata,West Bengal,East,Small Business,2024-07-16
C00797,Customer 00797,Male,47,41-50,Bengaluru,Karnataka,South,Corporate,2024-11-15
C00798,Customer 00798,Female,56,51-60,Bhubaneswar,Odisha,East,Corporate,2023-03-22
C00799,Customer 00799,Male,60,51-60,Hyderabad,Telangana,South,Corporate,2023-08-19
C00800,Customer 00800,Male,32,31-40,Ranchi,Jharkhand,East,Corporate,2025-01-16
C00801,Customer 00801,Male,43,41-50,Patna,Bihar,East,Corporate,2024-09-10
C00802,Customer 00802,Female,48,41-50,Pune,Maharashtra,West,Consumer,2024-12-06
C00803,Customer 00803,Male,45,41-50,Lucknow,Uttar Pradesh,North,Consumer,2022-04-19
C00804,Customer 00804,Male,38,31-40,Jaipur,Rajasthan,North,Consumer,2023-08-10
C00805,Customer 00805,Male,24,21-30,Kolkata,West Bengal,East,Corporate,2023-08-28
C00806,Customer 00806,Male,43,41-50,Hyderabad,Telangana,South,Small Business,2022-07-29
C00807,Customer 00807,Female,36,31-40,Kochi,Kerala,South,Corporate,2023-08-13
C00808,Customer 00808,Female,45,41-50,Jaipur,Rajasthan,North,Small Business,2023-10-03
C00809,Customer 00809,Male,37,31-40,Jaipur,Rajasthan,North,Consumer,2025-06-24
C00810,Customer 00810,Male,44,41-50,Ahmedabad,Gujarat,West,Corporate,2025-01-24
C00811,Customer 00811,Male,39,31-40,Hyderabad,Telangana,South,Small Business,2022-12-30
C00812,Customer 00812,Male,32,31-40,Chandigarh,Chandigarh,North,Corporate,2024-11-18
C00813,Customer 00813,Female,23,21-30,Lucknow,Uttar Pradesh,North,Small Business,2023-07-26
C00814,Customer 00814,Male,31,31-40,Kolkata,West Bengal,East,Corporate,2023-06-07
C00815,Customer 00815,Female,50,41-50,Delhi,Delhi,North,Corporate,2022-11-14
C00816,Customer 00816,Male,41,41-50,Jaipur,Rajasthan,North,Corporate,2022-04-15
C00817,Customer 00817,Female,57,51-60,Bhubaneswar,Odisha,East,Corporate,2024-01-04
C00818,Customer 00818,Female,54,51-60,Chandigarh,Chandigarh,North,Consumer,2023-01-12
C00819,Customer 00819,Male,47,41-50,Chandigarh,Chandigarh,North,Corporate,2025-01-04
C00820,Customer 00820,Male,43,41-50,Mumbai,Maharashtra,West,Consumer,2023-03-13
C00821,Customer 00821,Female,44,41-50,Patna,Bihar,East,Small Business,2023-03-24
C00822,Customer 00822,Male,28,21-30,Surat,Gujarat,West,Corporate,2023-12-10
C00823,Customer 00823,Male,60,51-60,Ahmedabad,Gujarat,West,Corporate,2023-05-15
C00824,Customer 00824,Female,45,41-50,Jaipur,Rajasthan,North,Consumer,2024-03-01
C00825,Customer 00825,Female,22,21-30,Kolkata,West Bengal,East,Corporate,2024-02-07
C00826,Customer 00826,Female,23,21-30,Ahmedabad,Gujarat,West,Small Business,2023-01-30
C00827,Customer 00827,Male,27,21-30,Patna,Bihar,East,Consumer,2025-01-06
C00828,Customer 00828,Male,34,31-40,Delhi,Delhi,North,Corporate,2025-07-13
C00829,Customer 00829,Female,27,21-30,Hyderabad,Telangana,South,Consumer,2025-01-06
C00830,Customer 00830,Male,30,21-30,Pune,Maharashtra,West,Consumer,2024-07-29
C00831,Customer 00831,Male,26,21-30,Patna,Bihar,East,Consumer,2022-04-22
C00832,Customer 00832,Female,56,51-60,Chennai,Tamil Nadu,South,Consumer,2025-03-23
C00833,Customer 00833,Female,47,41-50,Kochi,Kerala,South,Small Business,2024-07-12
C00834,Customer 00834,Female,41,41-50,Mumbai,Maharashtra,West,Consumer,2024-03-08
C00835,Customer 00835,Male,60,51-60,Lucknow,Uttar Pradesh,North,Consumer,2025-04-14
C00836,Customer 00836,Male,43,41-50,Jaipur,Rajasthan,North,Corporate,2022-08-06
C00837,Customer 00837,Female,59,51-60,Bhubaneswar,Odisha,East,Consumer,2023-07-31
C00838,Customer 00838,Female,46,41-50,Ahmedabad,Gujarat,West,Corporate,2022-03-05
C00839,Customer 00839,Male,55,51-60,Surat,Gujarat,West,Consumer,2022-10-07
C00840,Customer 00840,Female,30,21-30,Mumbai,Maharashtra,West,Small Business,2024-02-04
C00841,Customer 00841,Male,28,21-30,Delhi,Delhi,North,Consumer,2022-01-11
C00842,Customer 00842,Male,40,31-40,Mumbai,Maharashtra,West,Consumer,2023-12-06
C00843,Customer 00843,Female,53,51-60,Hyderabad,Telangana,South,Consumer,2022-11-26
C00844,Customer 00844,Male,60,51-60,Chennai,Tamil Nadu,South,Small Business,2023-02-02
C00845,Customer 00845,Male,57,51-60,Lucknow,Uttar Pradesh,North,Consumer,2025-01-29
C00846,Customer 00846,Male,39,31-40,Ahmedabad,Gujarat,West,Corporate,2022-05-18
C00847,Customer 00847,Male,33,31-40,Kolkata,West Bengal,East,Corporate,2025-04-04
C00848,Customer 00848,Female,43,41-50,Surat,Gujarat,West,Consumer,2023-04-26
C00849,Customer 00849,Female,60,51-60,Lucknow,Uttar Pradesh,North,Consumer,2023-02-01
C00850,Customer 00850,Female,49,41-50,Patna,Bihar,East,Small Business,2025-06-16
C00851,Customer 00851,Male,57,51-60,Bhubaneswar,Odisha,East,Corporate,2024-01-17
C00852,Customer 00852,Female,31,31-40,Patna,Bihar,East,Consumer,2023-10-04
C00853,Customer 00853,Male,48,41-50,Kochi,Kerala,South,Small Business,2024-01-07
C00854,Customer 00854,Female,51,51-60,Bengaluru,Karnataka,South,Small Business,2024-07-01
C00855,Customer 00855,Female,52,51-60,Ranchi,Jharkhand,East,Corporate,2022-08-11
C00856,Customer 00856,Male,38,31-40,Chennai,Tamil Nadu,South,Consumer,2025-01-08
C00857,Customer 00857,Female,25,21-30,Hyderabad,Telangana,South,Corporate,2022-06-04
C00858,Customer 00858,Male,58,51-60,Delhi,Delhi,North,Corporate,2024-04-09
C00859,Customer 00859,Male,56,51-60,Hyderabad,Telangana,South,Small Business,2025-01-18
C00860,Customer 00860,Male,44,41-50,Surat,Gujarat,West,Small Business,2023-04-03
C00861,Customer 00861,Male,50,41-50,Bhubaneswar,Odisha,East,Corporate,2024-11-11
C00862,Customer 00862,Female,44,41-50,Chandigarh,Chandigarh,North,Corporate,2022-01-22
C00863,Customer 00863,Male,53,51-60,Kochi,Kerala,South,Consumer,2024-07-02
C00864,Customer 00864,Male,57,51-60,Chennai,Tamil Nadu,South,Corporate,2022-10-27
C00865,Customer 00865,Female,23,21-30,Surat,Gujarat,West,Consumer,2024-09-25
C00866,Customer 00866,Male,37,31-40,Kochi,Kerala,South,Small Business,2023-04-25
C00867,Customer 00867,Male,54,51-60,Jaipur,Rajasthan,North,Small Business,2024-03-05
C00868,Customer 00868,Female,23,21-30,Surat,Gujarat,West,Consumer,2023-10-26
C00869,Customer 00869,Female,37,31-40,Lucknow,Uttar Pradesh,North,Corporate,2025-01-19
C00870,Customer 00870,Female,45,41-50,Chennai,Tamil Nadu,South,Small Business,2025-04-18
C00871,Customer 00871,Female,45,41-50,Chandigarh,Chandigarh,North,Consumer,2024-11-23
C00872,Customer 00872,Female,43,41-50,Mumbai,Maharashtra,West,Small Business,2024-09-14
C00873,Customer 00873,Male,49,41-50,Delhi,Delhi,North,Consumer,2023-04-17
C00874,Customer 00874,Female,34,31-40,Chandigarh,Chandigarh,North,Consumer,2023-01-18
C00875,Customer 00875,Female,59,51-60,Chennai,Tamil Nadu,South,Corporate,2022-08-31
C00876,Customer 00876,Female,42,41-50,Kochi,Kerala,South,Corporate,2022-08-21
C00877,Customer 00877,Female,51,51-60,Surat,Gujarat,West,Consumer,2025-04-24
C00878,Customer 00878,Female,22,21-30,Chennai,Tamil Nadu,South,Consumer,2022-03-30
C00879,Customer 00879,Male,29,21-30,Bengaluru,Karnataka,South,Corporate,2024-11-15
C00880,Customer 00880,Male,24,21-30,Jaipur,Rajasthan,North,Consumer,2023-06-13
C00881,Customer 00881,Female,59,51-60,Chennai,Tamil Nadu,South,Corporate,2022-02-08
C00882,Customer 00882,Male,34,31-40,Bhubaneswar,Odisha,East,Small Business,2025-05-27
C00883,Customer 00883,Female,31,31-40,Surat,Gujarat,West,Consumer,2024-04-21
C00884,Customer 00884,Male,60,51-60,Bengaluru,Karnataka,South,Corporate,2024-11-12
C00885,Customer 00885,Male,42,41-50,Kolkata,West Bengal,East,Small Business,2025-05-06
C00886,Customer 00886,Male,45,41-50,Chandigarh,Chandigarh,North,Small Business,2022-09-28
C00887,Customer 00887,Male,33,31-40,Lucknow,Uttar Pradesh,North,Corporate,2024-10-29
C00888,Customer 00888,Male,59,51-60,Pune,Maharashtra,West,Consumer,2022-12-30
C00889,Customer 00889,Male,55,51-60,Surat,Gujarat,West,Corporate,2022-08-29
C00890,Customer 00890,Female,29,21-30,Chandigarh,Chandigarh,North,Corporate,2025-01-09
C00891,Customer 00891,Female,54,51-60,Delhi,Delhi,North,Small Business,2024-01-29
C00892,Customer 00892,Female,35,31-40,Jaipur,Rajasthan,North,Small Business,2024-02-20
C00893,Customer 00893,Male,48,41-50,Ranchi,Jharkhand,East,Consumer,2023-06-06
C00894,Customer 00894,Male,26,21-30,Surat,Gujarat,West,Small Business,2025-05-10
C00895,Customer 00895,Female,33,31-40,Pune,Maharashtra,West,Consumer,2022-01-15
C00896,Customer 00896,Male,45,41-50,Lucknow,Uttar Pradesh,North,Corporate,2023-02-25
C00897,Customer 00897,Female,44,41-50,Patna,Bihar,East,Consumer,2022-11-13
C00898,Customer 00898,Female,37,31-40,Pune,Maharashtra,West,Corporate,2024-05-17
C00899,Customer 00899,Female,46,41-50,Ranchi,Jharkhand,East,Consumer,2024-04-26
C00900,Customer 00900,Male,44,41-50,Surat,Gujarat,West,Corporate,2025-02-10
C00901,Customer 00901,Female,40,31-40,Surat,Gujarat,West,Corporate,2023-12-07
C00902,Customer 00902,Male,28,21-30,Mumbai,Maharashtra,West,Corporate,2023-04-16
C00903,Customer 00903,Male,27,21-30,Ahmedabad,Gujarat,West,Consumer,2024-11-07
C00904,Customer 00904,Female,56,51-60,Mumbai,Maharashtra,West,Corporate,2022-04-17
C00905,Customer 00905,Female,21,21-30,Chennai,Tamil Nadu,South,Consumer,2022-10-25
C00906,Customer 00906,Female,26,21-30,Surat,Gujarat,West,Consumer,2023-06-23
C00907,Customer 00907,Female,26,21-30,Kochi,Kerala,South,Corporate,2022-03-19
C00908,Customer 00908,Female,60,51-60,Mumbai,Maharashtra,West,Corporate,2024-12-03
C00909,Customer 00909,Male,32,31-40,Bhubaneswar,Odisha,East,Corporate,2024-10-09
C00910,Customer 00910,Male,33,31-40,Ahmedabad,Gujarat,West,Corporate,2024-11-27
C00911,Customer 00911,Male,23,21-30,Bhubaneswar,Odisha,East,Corporate,2024-11-11
C00912,Customer 00912,Male,23,21-30,Kochi,Kerala,South,Small Business,2023-05-05
C00913,Customer 00913,Male,26,21-30,Delhi,Delhi,North,Small Business,2024-03-29
C00914,Customer 00914,Female,46,41-50,Ranchi,Jharkhand,East,Corporate,2023-02-15
C00915,Customer 00915,Male,26,21-30,Delhi,Delhi,North,Corporate,2023-08-06
C00916,Customer 00916,Female,38,31-40,Ranchi,Jharkhand,East,Consumer,2025-05-26
C00917,Customer 00917,Female,46,41-50,Hyderabad,Telangana,South,Corporate,2022-01-10
